CreatedOn,Location,InquiryDate,InquirySource,ProspectStatus,ProspectDate,ApplicationStatus,ApplicationStartedDate,ApplicationCompletedDate,ApplicationSubmittedDate,ApplicationMovedtoERPDate,AdmitDate,EnrolledDate,AcademicLevelofInterest,academicProgramofInterest,AnticipatedEntryTerm,MarketingCampaign,MarketingMedium,MarketingSource
7/11/2016,Fort Leavenworth,7/11/2016,Online Application,Enrolled,7/11/2016,Exported to ERP,7/11/2016,7/12/2016,7/11/2016,,7/12/2016,7/25/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/12/2016,Fort Belvoir,7/12/2016,Online Application,Enrolled,7/12/2016,Exported to ERP,7/12/2016,7/12/2016,7/12/2016,,7/12/2016,7/22/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/12/2016,Fort Leonard Wood,7/12/2016,Online Application,Enrolled,7/12/2016,Exported to ERP,7/12/2016,7/13/2016,7/12/2016,,7/13/2016,7/27/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/14/2016,Fort Leavenworth,7/14/2016,"Web, Create Account",Enrolled,7/14/2016,Exported to ERP,7/14/2016,7/14/2016,7/14/2016,,7/14/2016,8/2/2016,Graduate,Business and Organizational Security Management,"Summer, 2016",(referral),referral,webster.edu
7/14/2016,Los Angeles AFB,7/14/2016,Online Application,Application Submitted,7/14/2016,Started,7/14/2016,,7/14/2016,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",,,
7/14/2016,Orlando Metro,7/14/2016,Internal Application,Enrolled,7/14/2016,Exported to ERP,7/14/2016,7/14/2016,7/14/2016,,7/14/2016,10/10/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
7/15/2016,Online,7/15/2016,Online Application,Enrolled,7/15/2016,Exported to ERP,7/15/2016,7/18/2016,7/15/2016,,7/19/2016,12/15/2016,Graduate,Business and Organizational Security Management,"Spring II, 2017",(organic),organic,google
7/15/2016,Online,7/15/2016,Online Application,Enrolled,7/15/2016,Exported to ERP,7/15/2016,8/8/2016,8/6/2016,,8/8/2016,10/14/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,webster.edu
7/19/2016,Fort Belvoir,7/19/2016,Online Application,Enrolled,7/19/2016,Exported to ERP,7/19/2016,7/19/2016,7/19/2016,,7/19/2016,7/22/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/19/2016,Online,7/19/2016,Online Application,Application Started,7/19/2016,Started,7/19/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/20/2016,Joint Base Anacostia-Bolling/Bolling AFB,7/17/2016,Online Application,Application Started,7/17/2016,Started,7/20/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(referral),referral,webster.edu
7/21/2016,Fort Leonard Wood,7/21/2016,Online Application,Enrolled,7/21/2016,Exported to ERP,7/21/2016,7/21/2016,7/21/2016,,7/21/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/22/2016,Fort Leonard Wood,7/22/2016,Online Application,Enrolled,7/22/2016,Exported to ERP,7/22/2016,7/22/2016,7/22/2016,,7/22/2016,7/26/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/22/2016,Online,7/22/2016,Online Application,Enrolled,7/22/2016,Exported to ERP,7/22/2016,7/25/2016,7/22/2016,,7/25/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/24/2016,Fort Leavenworth,7/24/2016,Online Application,Enrolled,7/24/2016,Exported to ERP,7/24/2016,7/27/2016,7/24/2016,,7/27/2016,8/1/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,google
7/24/2016,Fort Leonard Wood,7/24/2016,Online Application,Enrolled,7/24/2016,Exported to ERP,7/24/2016,7/25/2016,7/24/2016,,7/25/2016,9/13/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/25/2016,7/25/2016,,7/26/2016,10/17/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/25/2016,Joint Base Anacostia-Bolling/Bolling AFB,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/29/2016,7/25/2016,,7/29/2016,8/3/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",,,
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/25/2016,7/25/2016,,7/25/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/25/2016,7/25/2016,,7/25/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/26/2016,7/25/2016,,7/26/2016,9/13/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/26/2016,7/25/2016,,7/26/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",,,
7/25/2016,Fort Bragg,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/26/2016,7/25/2016,,7/26/2016,8/1/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,yahoo
7/25/2016,Fort Leonard Wood,7/25/2016,Online Application,Enrolled,7/25/2016,Exported to ERP,7/25/2016,7/26/2016,7/25/2016,,,10/25/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(direct),(none),(direct)
7/27/2016,Fort Leonard Wood,7/27/2016,Online Application,Enrolled,7/27/2016,Exported to ERP,7/27/2016,7/27/2016,7/27/2016,,7/27/2016,9/2/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/27/2016,Online,7/27/2016,"Web, Create Account",Enrolled,7/27/2016,Exported to ERP,7/28/2016,7/28/2016,7/28/2016,,7/28/2016,8/1/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,bing
7/28/2016,Fort Leonard Wood,7/28/2016,Online Application,Enrolled,7/28/2016,Exported to ERP,7/28/2016,7/28/2016,7/28/2016,,7/28/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/28/2016,Fort Leonard Wood,7/28/2016,Online Application,Enrolled,7/28/2016,Exported to ERP,7/28/2016,7/28/2016,7/28/2016,,7/28/2016,10/4/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
7/29/2016,Fort Leavenworth,7/29/2016,Online Application,Enrolled,7/29/2016,Exported to ERP,7/29/2016,7/29/2016,7/29/2016,,7/29/2016,8/2/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(referral),referral,webster.edu
7/29/2016,Fort Leavenworth,7/29/2016,Online Application,Enrolled,7/29/2016,Exported to ERP,7/29/2016,8/8/2016,7/29/2016,,8/8/2016,8/9/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
8/1/2016,Fort Leonard Wood,8/1/2016,Online Application,Enrolled,8/1/2016,Exported to ERP,8/1/2016,8/2/2016,8/1/2016,,8/2/2016,8/5/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,bing
8/1/2016,Fort Leonard Wood,8/1/2016,Online Application,Enrolled,8/1/2016,Exported to ERP,8/1/2016,8/2/2016,8/1/2016,,8/2/2016,8/4/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
8/1/2016,Fort Leavenworth,8/1/2016,Online Application,Enrolled,8/1/2016,Exported to ERP,8/1/2016,8/2/2016,8/1/2016,,8/2/2016,8/10/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
8/2/2016,Fort Bragg,8/2/2016,Online Application,Admit,8/2/2016,Exported to ERP,8/2/2016,9/27/2016,8/2/2016,,9/27/2016,,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
7/18/2016,Fort Leavenworth,8/9/2016,Internal Application,Enrolled,8/9/2016,Exported to ERP,8/9/2016,8/10/2016,8/9/2016,,8/10/2016,8/10/2016,Graduate,Business and Organizational Security Management,"Fall I, 2016",,,
8/9/2016,Fort Leavenworth,8/9/2016,Online Application,Application Submitted,8/9/2016,,8/9/2016,,8/9/2016,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(referral),referral,webster.edu
8/10/2016,Online,8/10/2016,Online Application,Application Started,8/10/2016,Started,8/10/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
8/10/2016,Online,8/10/2016,Online Application,Application Started,8/10/2016,Started,8/10/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
8/11/2016,Online,8/11/2016,Online Application,Application Started,8/11/2016,Started,8/11/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,bing
8/12/2016,Online,8/12/2016,Online Application,Application Started,8/12/2016,Started,8/12/2016,,,,,,Graduate,Business and Organizational Security Management,"Spring I, 2017",(referral),referral,webster.ac.at
8/14/2016,Online,8/14/2016,Online Application,Application Started,8/14/2016,Started,8/14/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(organic),organic,yahoo
8/14/2016,Irvine Metro,8/14/2016,Online Application,Application Started,8/14/2016,Started,8/14/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,l.facebook.com
8/15/2016,Fort Leonard Wood,8/15/2016,Online Application,Enrolled,8/15/2016,Exported to ERP,8/15/2016,8/16/2016,8/15/2016,,8/16/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
8/15/2016,Fort Leavenworth,8/15/2016,"Web, Create Account",Enrolled,8/15/2016,Exported to ERP,8/16/2016,8/16/2016,8/16/2016,,8/16/2016,1/5/2017,Graduate,Business and Organizational Security Management,"Spring I, 2017",(direct),(none),(direct)
8/16/2016,Fort Leavenworth,8/16/2016,Online Application,Enrolled,8/16/2016,Exported to ERP,8/16/2016,9/7/2016,8/16/2016,,9/7/2016,9/12/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,bing
8/16/2016,Online,8/16/2016,Online Application,Application Started,8/16/2016,Started,8/16/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",,,
8/16/2016,Online,8/16/2016,Online Application,Enrolled,8/16/2016,Exported to ERP,8/16/2016,8/17/2016,8/16/2016,,8/17/2016,9/20/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
8/17/2016,Fort Bragg,8/17/2016,Online Application,Enrolled,8/17/2016,Exported to ERP,8/17/2016,8/18/2016,8/17/2016,,8/18/2016,8/23/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
8/18/2016,Hunter Army Airfield,8/18/2016,Online Application,Enrolled,8/18/2016,Exported to ERP,8/18/2016,8/25/2016,8/25/2016,,8/25/2016,9/7/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",Graduate_ALL,Microsite,Microsite_Link
8/22/2016,Online,8/22/2016,Internal Application,Application Submitted,8/22/2016,,8/22/2016,,8/22/2016,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
8/23/2016,Online,8/23/2016,Online Application,Enrolled,5/18/2016,Exported to ERP,8/23/2016,8/23/2016,8/23/2016,,8/23/2016,8/25/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
8/24/2016,Online,8/24/2016,Online Application,Admit,8/24/2016,Exported to ERP,8/24/2016,8/24/2016,8/24/2016,,8/24/2016,,Graduate,Business and Organizational Security Management,"Summer, 2018",(organic),organic,google
8/29/2016,Fort Leonard Wood,8/29/2016,"Web, Create Account",Enrolled,8/29/2016,Exported to ERP,8/29/2016,8/29/2016,8/29/2016,,8/29/2016,9/7/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
8/30/2016,Online,8/30/2016,Online Application,Application Started,8/30/2016,Started,8/30/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,yahoo
8/31/2016,Joint Base Anacostia-Bolling/Bolling AFB,8/31/2016,Online Application,Enrolled,8/31/2016,Exported to ERP,8/31/2016,9/6/2016,9/6/2016,,9/6/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,webster.edu
9/1/2016,Joint Base Anacostia-Bolling/Bolling AFB,9/1/2016,Online Application,Enrolled,9/1/2016,Exported to ERP,9/1/2016,9/1/2016,9/1/2016,,9/1/2016,9/8/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
9/1/2016,Online,9/1/2016,Online Application,Application Started,9/1/2016,Started,9/1/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2016",(direct),(none),(direct)
9/1/2016,Online,9/1/2016,Online Application,Enrolled,8/31/2016,Exported to ERP,9/1/2016,9/1/2016,9/1/2016,,9/1/2016,12/19/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
9/8/2016,Fort Belvoir,9/8/2016,Online Application,Enrolled,9/8/2016,Exported to ERP,9/8/2016,9/28/2016,9/23/2016,,9/28/2016,10/6/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,yahoo
9/9/2016,Online,9/9/2016,Online Application,Application Started,9/9/2016,Started,9/9/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
9/9/2016,Online,9/9/2016,Online Application,Application Started,9/9/2016,Started,9/9/2016,,,,,,Graduate,Business and Organizational Security Management,"Spring I, 2017",(direct),(none),(direct)
9/12/2016,Online,9/12/2016,Online Application,Enrolled,9/12/2016,Exported to ERP,9/12/2016,9/12/2016,9/12/2016,,9/12/2016,9/14/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
9/15/2016,Online,3/14/2016,Online Application,Enrolled,3/14/2016,Exported to ERP,9/15/2016,9/15/2016,9/15/2016,,9/15/2016,10/24/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(direct),(none),(direct)
9/16/2016,Online,9/16/2016,Online Application,Enrolled,9/16/2016,Exported to ERP,9/16/2016,12/28/2016,12/23/2016,,12/28/2016,1/9/2017,Graduate,Business and Organizational Security Management,"Spring II, 2017",(organic),organic,google
9/19/2016,Joint Base Anacostia-Bolling/Bolling AFB,9/19/2016,Online Application,Enrolled,9/19/2016,Exported to ERP,9/19/2016,9/19/2016,9/19/2016,,9/19/2016,9/28/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
9/21/2016,Joint Base Anacostia-Bolling/Bolling AFB,9/21/2016,Online Application,Enrolled,9/21/2016,Exported to ERP,9/21/2016,9/22/2016,9/22/2016,,9/22/2016,10/4/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
9/26/2016,Fort Leonard Wood,9/26/2016,Online Application,Enrolled,9/26/2016,Exported to ERP,9/26/2016,9/26/2016,9/26/2016,,9/26/2016,9/29/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
9/27/2016,Fort Leonard Wood,9/27/2016,Online Application,Enrolled,9/27/2016,Exported to ERP,9/27/2016,10/5/2016,10/5/2016,,10/5/2016,10/11/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",,,
9/29/2016,Online,9/29/2016,Online Application,Enrolled,9/29/2016,Exported to ERP,9/29/2016,9/29/2016,9/29/2016,,9/29/2016,10/11/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,webster.edu
9/29/2016,Online,9/29/2016,Online Application,Enrolled,9/29/2016,Exported to ERP,9/29/2016,10/3/2016,9/30/2016,,10/3/2016,10/13/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,webster.edu
10/11/2016,Online,10/11/2016,Online Application,Application Started,10/11/2016,Started,10/11/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall II, 2016",(referral),referral,webster.edu
7/6/2016,Online,7/6/2016,"Web, Create Account",Admit,7/6/2016,Exported to ERP,10/12/2016,10/12/2016,10/12/2016,,10/12/2016,,Graduate,Business and Organizational Security Management,"Fall I, 2017",(organic),organic,google
10/17/2016,Los Angeles AFB,10/17/2016,Online Application,Enrolled,10/17/2016,Exported to ERP,10/17/2016,10/18/2016,10/17/2016,,10/18/2016,11/30/2016,Graduate,Business and Organizational Security Management,"Spring II, 2017",(referral),referral,webster.edu
10/19/2016,Online,10/19/2016,Online Application,Enrolled,10/19/2016,Exported to ERP,10/19/2016,10/19/2016,10/19/2016,,10/19/2016,12/13/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(organic),organic,google
10/19/2016,Fort Leonard Wood,10/19/2016,Online Application,Enrolled,10/19/2016,Exported to ERP,10/19/2016,10/19/2016,10/19/2016,,10/19/2016,11/3/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
10/20/2016,Online,10/20/2016,Online Application,Application Submitted,10/20/2016,Submitted,10/20/2016,,10/20/2016,,,,Graduate,Business and Organizational Security Management,"Spring I, 2017",,,
10/23/2016,Fort Leonard Wood,10/23/2016,Online Application,Application Started,9/1/2016,Started,10/23/2016,,,,,,Graduate,Business and Organizational Security Management,"Spring I, 2017",(organic),organic,google
10/24/2016,Online,10/23/2016,Online Application,Enrolled,10/23/2016,Exported to ERP,10/24/2016,10/24/2016,10/24/2016,,10/24/2016,11/16/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(organic),organic,google
10/25/2016,Gateway - Downtown St. Louis,10/25/2016,Online Application,Application Started,10/25/2016,Started,10/25/2016,,,,,,Graduate,Business and Organizational Security Management,"Fall I, 2017",,,
10/30/2016,Online,10/30/2016,Online Application,Enrolled,10/30/2016,Exported to ERP,10/30/2016,10/31/2016,10/30/2016,,10/31/2016,11/11/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(organic),organic,google
11/1/2016,Fort Leonard Wood,11/1/2016,Online Application,Enrolled,11/1/2016,Exported to ERP,11/1/2016,11/2/2016,11/1/2016,,11/2/2016,1/5/2017,Graduate,Business and Organizational Security Management,"Fall II, 2016",(direct),(none),(direct)
11/8/2016,Fort Leonard Wood,11/8/2016,Online Application,Enrolled,11/8/2016,Exported to ERP,11/8/2016,11/9/2016,11/8/2016,,11/9/2016,11/14/2016,Graduate,Business and Organizational Security Management,"Spring I, 2017",(organic),organic,bing
11/9/2016,Fort Leonard Wood,11/9/2016,Online Application,Enrolled,11/9/2016,Exported to ERP,11/9/2016,11/10/2016,11/9/2016,,11/10/2016,11/14/2016,Graduate,Business and Organizational Security Management,"Fall II, 2016",(organic),organic,google
